search_text,title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Infrastructure maintenance software in australia or newzealand,INTHEBLACK: Home,https://www.intheblack.com/,INTHEBLACK covers the issues and people shaping business around the world. In-depth stories  analysis  photos  videos  podcasts  polls and more. ,intheblack,"['Level  20 , 28 Freshwater Place, Melbourne, VICTORIA 3006 Australia', 'https://www.intheblack.com/about-us']",None,"['+61 3 9606 9955', 'https://www.intheblack.com/magazines']","['business people', 'new businesses', 'digital business risk', 'other businesses', 'new business activities', 'new business opportunities', 'many businesses', 'many other business owners', 'most business people', 'many small businesses']","[['founder Monika Tu', 'CEO'], 'https://www.intheblack.com/articles/2018/06/01/monika-tu-black-diamondz-founder']","['Finance and insurance, Utilities', 'from_classification_model']","['13 August 2019', 'https://opencorporates.com/companies/nz/7666716']","['$772,334 USD', 'https://www.dnb.com/business-directory/company-profiles.the_trustee_for_in_the_black_unit_trust.fdf6f0c75808c067f3c5c98895b9d182.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/7666716']",None,"['Independent', 'https://www.dnb.com/business-directory/company-profiles.the_trustee_for_in_the_black_unit_trust.fdf6f0c75808c067f3c5c98895b9d182.html']",0.25,0.25,0.0,0.0,0.125
Equipment maintenance software in australia or newzealand,Navantia Australia: Home,https://navantia.com.au/,Navantia Australia’s roots date back hundreds of years. Since 2006 we have been Australia’s shipbuilding partner. At Navantia Australia  we are committed to growing our local workforce and links to the Australian supply chain to best support the growth of a truly Australian shipbuilding industry.,navantia,"['40 Macquarie Street, Barton ACT 2600 Australia', 'https://navantia.com.au/privacy-policy/']","['navantia.australia@navantia.com.au', 'https://navantia.com.au/innovation/']","['+61-262695900', 'https://www.dnb.com/business-directory/company-profiles.navantia_australia_pty_ltd.24fefd61f98a2e1e5d6aec17ed9d95dd.html']","['navantia australia navantia australia', 'navantia australia board navantia australia', 'corporate director navantia australia navantia australia', 'navantia s.a. navantia australia', 'hobart navantia australia', 'navantia australia ddg', 'navantia australia personnel', 'navantia australia engineers', 'navantia australia employees', 'navantia australia board']","[['Alfonso Garcia-Valdes', 'Managing_Director'], 'https://navantia.com.au/our-team/']","['Ship and Boat Building', 'https://app.avention.com/company/2100a337-e8ff-38aa-a5e1-1f3eee94d4b8#report/company_summary']","['20 September 2007', 'https://opencorporates.com/companies/au/127634217']","['764M', 'https://app.avention.com/company/2100a337-e8ff-38aa-a5e1-1f3eee94d4b8#report/company_summary']",None,"['Australia', 'https://opencorporates.com/companies/au/127634217']","['25', 'https://app.avention.com/company/2100a337-e8ff-38aa-a5e1-1f3eee94d4b8#report/company_summary']","['Private Parent, Headquarters', 'https://app.avention.com/company/2100a337-e8ff-38aa-a5e1-1f3eee94d4b8#report/company_summary']",0.25,0.25,0.25,0.0,0.1875
Health and safety software australia,myosh OHS - Safety Management Software - Health & Safety ...,https://myosh.com/,myosh - Safety Management Software - Fast  reliable  global health & safety software. Flexible safety software with over 100 customisable OHS Modules.,myosh,"['31 Rex St St Albans, Victoria, 3021 Australia', 'https://app.avention.com/company/6ef16024-24d7-3e0c-b1cf-486b70b9d95c#report/company_summary']","['info@myosh.com', 'https://www.crunchbase.com/organization/myosh']","['1300 469 674', 'https://myosh.com/modules/injury-management/']","['worker safety', 'increased worker safety', 'safety related information', 'safety information', 'work safety', 'myosh training safety', 'workplace safety', 'safety risks', 'myosh safety management software', 'personal service workers']","[['Tony Woods ', 'Business Development Manager ..._LinkedIn'], 'from linkedin search google']","[['Health CarePublic SafetySoftware'], 'https://www.crunchbase.com/organization/myosh']","['2002', 'https://www.crunchbase.com/organization/myosh']","['815k', 'https://app.avention.com/company/6ef16024-24d7-3e0c-b1cf-486b70b9d95c#report/company_summary']",None,"[' Oak Park, Western Australia, Australia', 'https://www.crunchbase.com/organization/myosh']","['4', 'https://app.avention.com/company/6ef16024-24d7-3e0c-b1cf-486b70b9d95c#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/myosh']",0.0,0.25,0.0,0.0,0.0625
Infrastructure management software in australia or newzealand,Home | Finpower Australia,https://www.finpower.com.au/,Finpower Australia - Full Lifecycle Loan Management Software,finpower,"['PO Box 680 , North Lakes, QLD 4509', 'https://www.finpower.com.au/contact-us']","['apply@fairgofinance.com.au', 'https://www.crunchbase.com/organization/fair-go-finance']","['1300 789 930', ['finPower Australia, phone', 'knowledge_panel']]",None,"['Paul Walshe', 'founder(s)', 'https://www.crunchbase.com/organization/fair-go-finance']","[['FinanceFinancial ExchangesFinancial ServicesFinTech'], 'https://www.crunchbase.com/organization/fair-go-finance']","['2008', 'https://www.crunchbase.com/organization/fair-go-finance']",None,None,"[' Mandurama, New South Wales, Australia', 'https://www.crunchbase.com/organization/fair-go-finance']",None,"['Private', 'https://www.crunchbase.com/organization/fair-go-finance']",0.25,0.375,0.0,0.0,0.15625
Infrastructure maintenance software in australia or newzealand,SmartyGrants | Home,https://smartygrants.com.au/,SmartyGrants is Australia's most-used and best-loved grants administration system.,smartygrants,"['552 Victoria Street North Melbourne, Victoria 3051 Australia', 'https://smartygrants.com.au/contact-us']","['ate@katecaldecott.com.au', 'https://smartygrants.com.au/about/consultants']","['+61 3 9320 6888', 'https://smartygrants.com.au/contact-us']","['grants programs', 'grant application assessments', 'existing grants programs', 'grant program design', 'grant funding', 'equitable grants programs', 'administer grants programs', 'quality grant applications', 'smartygrants smartygrants', 'community grants']","[['Denis Moriarty', 'founder'], 'https://smartygrants.com.au/about/our-team']","['Finance and insurance, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Building management software in australia or newzealand,Direct Control,https://directcontrol.co.nz/,"Direct Control  based in Auckland - New Zealand (NZ)  is a solution provider for integrated Building Automation  LoRaWAN Solutions for New Zealand and the Pacific Islands  Power Quality Monitoring - AS/NZS 61000.4.30  Energy Management  CCTV & Security  providing the whole range of services for intelligent buildings. Specialist for Energy Efficiency Systems and NABERS NZ (NABERSNZ™) Assessments. 
",directcontrol,"['8 Normanby Road, Mount Eden, Auckland1024NZ', 'https://opencorporates.com/companies/nz/2192140']","['info@directcontrol.co.nz', 'https://directcontrol.co.nz/images/Direct%20Control%20Ltd%20.vcf']","['+64 9 300 4300', 'https://directcontrol.co.nz/images/Direct%20Control%20Ltd%20.vcf']","['complete energy data management systems', 'energy data management', 'energy management systems', 'lorawan network technology', 'energy data', 'new zealand direct control', 'direct control ltd. direct control', 'lora wan solutions', 'lorawan networks', 'energy measurement data']","[['John Peters', 'CEO'], 'https://au.linkedin.com/in/john-peters-858079102']","['IT - Software, Manufacturing', 'from_classification_model']","['27 November 2008', 'https://opencorporates.com/companies/nz/2192140']","['$7.82 million USD', 'https://www.dnb.com/business-directory/company-profiles.direct_control_limited.7b3b77dca0a9afefd474fa62231b8ddc.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/2192140']",None,"['Limited\xa0Company Independent', 'https://www.dnb.com/business-directory/company-profiles.direct_control_limited.7b3b77dca0a9afefd474fa62231b8ddc.html']",0.75,0.25,0.25,0.0,0.3125
Asset maintenance software in australia or newzealand,Maintenance Manager: Maintenance Simplified,https://www.mmgr.com.au/,Cloud-based maintenance workflow software for property management,mmgr,"['8 Piccolo Street Coomera, Queensland, 4209 Australia', 'https://app.avention.com/company/e152bc32-707e-3563-9a14-7491b4600602#report/company_summary']","['support@mmgr.co.nz', 'https://www.mmgr.com.au/contact-us/']","['1300 155 888', ['Maintenance Manager, phone', 'knowledge_panel']]","['property maintenance', 'property safety', 'property inspections', 'property maintenance requests', 'property management software', 'property management agencies', 'real time property maintenance information', 'property', 'more properties', 'rental properties']","[['Richard Lyons', 'Director'], 'https://app.avention.com/company/e152bc32-707e-3563-9a14-7491b4600602#report/company_summary']","['Nonclassifiable Establishments', 'https://app.avention.com/company/e152bc32-707e-3563-9a14-7491b4600602#report/company_summary']","[' 7 August 2018', 'https://opencorporates.com/companies/au/628018020']",None,None,"['Australia', 'https://opencorporates.com/companies/au/628018020']",None,"['Private Independent', 'https://app.avention.com/company/e152bc32-707e-3563-9a14-7491b4600602#report/company_summary']",0.0,0.75,0.0,0.0,0.1875
Asset maintenance software in australia or newzealand,Assetic | Cloud-based strategic asset management solutions,https://www.assetic.com/,"Make better decisions - Assetic delivers market-leading  cloud-based strategic asset management solutions to organisations managing large-scale infrastructure asset portfolios._Make better decisions - Assetic delivers market-leading  cloud-based strategic asset management solutions to organisations managing large-scale infrastructure asset portfolios._Assetic User Conference tickets are still available - Feb 28 & Mar 1.
Don't miss out! Register Now    
Gartner predicts by 2020  75% of purchases will be “application components that are differentiated  innovative and not standard software”. ¹ 
¹ Forecast Analysis: Enterprise Application Software  Worldwide  2Q15 Update""  Gartner ",assetic,"['8211 ; Lucity ACT 2017', 'https://www.assetic.com/lucity-act-2017/']","['contactus@assetic.com', 'https://www.assetic.com/']","['+61 (3) 9026 0555', 'https://www.assetic.com/']","['asset management system', 'asset management software', 'powerful asset data management', 'successful infrastructure asset management', 'global asset management', 'asset data', 'complete infrastructure asset management', 'asset management strategies', 'asset management budgets', 'asset management training']","[[""David D'Aprano"", 'CEO'], 'https://www.medianet.com.au/releases/172274/']","[['DatabaseSaaSSoftware'], 'https://www.crunchbase.com/organization/assetic']","['2006', 'https://www.crunchbase.com/organization/assetic']",None,None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/assetic']",None,"['Private', 'https://www.crunchbase.com/organization/assetic']",0.25,0.25,0.0,0.0,0.125
Infrastructure management software in australia or newzealand,Waugh Infrastructure Management Ltd. – NZ – Ideas Analysis ...,https://waughinfrastructure.com/,Expert management consulting company giving ideas  analysis  solutions to infrastructure management  planning  execution  process integration and reporting._Ideas Analysis Solutions,waughinfrastructure,"['Property & Business Accounting Limited, Unit 1, 81-83 Jervois Road, Ponsonby, Auckland1011NZ', 'https://opencorporates.com/companies/nz/920899']",None,"['+64 3 686 6994', 'https://waughinfrastructure.com/working-with-us/']","['management reports waugh infrastructure management', 'data management waugh infrastructure management limited', 'new zealand asset management plan', 'waugh infrastructure management', 'waugh infrastructure management staff', 'waugh infrastructure management ltd infrastructure nz asset management tsb arena', '#data management waugh infrastructure management limited', 'new zealand asset management video', 'new zealand asset management plan updating', 'waugh infrastructure management ltd']","[['Hilary Kay WAUGH', ' director'], 'https://opencorporates.com/companies/nz/920899']","['IT - Software, Real estate', 'from_classification_model']","['27 August 1998', 'https://opencorporates.com/companies/nz/920899']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/920899']",None,"['NZ Limited Company', 'https://opencorporates.com/companies/nz/920899']",0.0,0.25,0.0,0.0,0.0625
Equipment maintenance software in australia or newzealand,Home » ECL Group,https://www.eclgroup.co.nz/,ECL Group is a leading Australasian technical services company providing solutions for fuel systems  electronic security & facilities management.,eclgroup,"['14 Glasgow Road Pukekohe, AUCKLAND, 2120 New Zealand', 'https://www.dnb.com/business-directory/company-profiles.ecl_group_fuel_systems_limited.2b61c05d634ba6ff5536a51de16620d7.html']","['accountsreceivable@eclgroup.co.nz', 'https://www.eclgroup.co.nz/contact/']","['+64-4-802-8400', 'https://www.eclgroup.co.nz/contact/']","['ecl group', 'ecl group technicians', 'ecl group partnership', 'ecl group fuel systems', 'ecl group general manager', 'ecl group undertook staging', 'direct ecl group employees', 'ecl group corporate office', 'vern dark contact ecl group', 'fuels system design']","[['Grant Bryson MIRFIN', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.ecl_group_fuel_systems_limited.2b61c05d634ba6ff5536a51de16620d7.html']","['Manufacturing, Construction', 'from_classification_model']","[' 3 December 2018', 'https://opencorporates.com/companies/nz/7160913']","['$10.71 million USD', 'https://www.dnb.com/business-directory/company-profiles.ecl_group_fuel_systems_limited.2b61c05d634ba6ff5536a51de16620d7.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/7160913']",None,"['Limited\xa0Company Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.ecl_group_fuel_systems_limited.2b61c05d634ba6ff5536a51de16620d7.html']",0.0,0.25,0.375,0.0,0.15625
Asset maintenance software in australia or newzealand,ePROMIS | ERP_ HCM_ CRM and Integrated Cloud Applications,https://www.epromis.com/,ePROMIS is a leading global enterprise ERP  HCM  CRM and other business management software solution provider to multiple verticals & industries.,epromis,"['303 Collins Street, Melbourne VIC 3000 Australia', 'https://www.epromis.com/contact']",None,None,"['epromis erp software system', 'epromis erp software users', 'epromis enterprise software solutions', 'epromis erp software platform', 'erp software solutions', 'epromis inventory management software solution', 'epromis event management software solution', 'innovative business management software solutions', 'epromis epromis', 'epromis erp system']","[['Mathews Mathew', 'CEO'], 'https://www.insightssuccess.com/epromis-solutions-embarking-resilience-in-business/']","['IT - Software, Utilities', 'from_classification_model']",None,None,None,None,None,None,0.25,0.0,0.0,0.0,0.0625
Equipment maintenance software in australia or newzealand,Sunix Vision,https://www.sunixvision.com.au/,"IMPORTANT NOTE: Medicare Benefits Schedule Fees Update July 2020
Please update your Sunix Vision software to the latest version to receive the updated Medicare Schedule Fees.
Click here to download the latest version.    
Sunix COVID-19 Statement - Ensuring Support Continuity (click to read)
We've put together",sunixvision,"['67 PARRAMATTA RD SILVERWATER, NEW SOUTH WALES, 2128 Australia', 'https://www.dnb.com/business-directory/company-profiles.sunix_computer_consultants_pty_ltd.476b29b9666b165cb4cfa524057aeb0a.html']","['support@sunixevue.com.au', 'https://www.sunixvision.com.au/']","['+61 2 8719 8988', 'https://www.sunixvision.com.au/']","['sunix messaging', 'sunix messaging solutions', 'sunix vision', 'sunix sms messaging features', 'sunix vision customers', 'sunix practice management solutions vision', 'windows sunix', 'upgrades sunix', 'sunix practices', 'sunix customers integrations']","[['RAY SEKHAR', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.sunix_computer_consultants_pty_ltd.476b29b9666b165cb4cfa524057aeb0a.html']","['IT - Software, Agriculture', 'from_classification_model']",None,"['$888,292 USD', 'https://www.dnb.com/business-directory/company-profiles.sunix_computer_consultants_pty_ltd.476b29b9666b165cb4cfa524057aeb0a.html']",None,None,None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.sunix_computer_consultants_pty_ltd.476b29b9666b165cb4cfa524057aeb0a.html']",0.0,0.25,0.0,0.0,0.0625
Compliance management programs australia OR new zealand,enableHR: HR Software & HRIS system in Australia & New ...,https://www.enablehr.com.au/,Already using enableHR? Login. Organise your information. Securely store all your employee information. Access it anywhere  on any device. Find what you ...,enablehr,"['L 1 83 Mount Street North Sydney, New South Wales, 2060 Australia', 'https://app.avention.com/company/ccfacd34-7b0c-3efc-9b21-0c26e11fe141#report/company_summary']","['support@enablehr.com', 'https://www.crunchbase.com/organization/enablehr']","['1300 453 514', 'https://www.enablehr.com.au/']","['employees', 'new employees', 'other employees', 'employee management', 'such employees', 'australian employees', 'employee entitlements', 'employee records', 'eligible employees', 'employee safety']","[['Campbell James Fisher', 'Director'], 'https://app.avention.com/company/ccfacd34-7b0c-3efc-9b21-0c26e11fe141#report/company_summary']","[['CRMHuman ResourcesInformation Technology'], 'https://www.crunchbase.com/organization/enablehr']","['2010', 'https://www.crunchbase.com/organization/enablehr']","['1M', 'https://app.avention.com/company/ccfacd34-7b0c-3efc-9b21-0c26e11fe141#report/company_summary']",None,"[' North Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/enablehr']","['20', 'https://app.avention.com/company/ccfacd34-7b0c-3efc-9b21-0c26e11fe141#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/enablehr']",0.0,0.25,0.0,0.0,0.0625
Equipment maintenance software in australia or newzealand,Lockheed Martin Corporation | Lockheed Martin,https://www.lockheedmartin.com/en-us/index.html,Customer focus  innovation and purpose are built into everything we do. When millions of people are counting on you. You can count on us. Lockheed Martin. Your Mission is Ours.,lockheedmartin,"['BARTON2600Australian Capital TerritoryAustralia', 'https://opencorporates.com/companies/au/008425509']","['4.lmparts@lmco.com', 'https://www.lockheedmartin.com/en-us/who-we-are/business-areas/aeronautics/sustainment/customer-support-center.html']","['+61 448 032 387', 'https://www.lockheedmartin.com/en-us/news/media-contacts/locations.html']","['et de technologies de lockheed martin', 'de l’engagement de lockheed martin', 'de lockheed martin canada', 'de l’équipe de lockheed martin international', 'et de technologies de lockheed', 'future de lockheed martin canada', 'installations de lockheed martin canada', 'de lockheed martin un endroit', 'du sgc de lockheed martin canada', 'à lockheed martin']","[['Martene Staples ', 'Head of Talent_Lockheed Martin'], 'from linkedin search google']","['Manufacturing, IT - Software', 'from_classification_model']","['13 July 1961', 'https://opencorporates.com/companies/au/008425509']",None,None,"['Australia', 'https://opencorporates.com/companies/au/008425509']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/008425509']",0.0,0.25,0.0,0.0,0.0625
Dental management software in australia or newzealand,GetApp,https://www.getapp.co.nz/,Review  Compare and Evaluate small business software. GetApp has software offers  SaaS and Cloud Apps  independent evaluations and reviews.,getapp,None,None,None,"['user reviews agile project management', 'software user reviews', 'software reviews', 'project team', 'easy user reviews', 'team information', 'submitted user reviews', 'other information', 'software users', 'user reviews']","[['Bane Hunter', 'CEO'], 'https://www.getswift.co/team/']","['IT - Software, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Asset maintenance software in australia or newzealand,Water Services Association of Australia,https://www.wsaa.asn.au/,We are the industry body that connects the urban water sector.,wsaa.asn.au,"['Level  9 | 420\xa0George Street\xa0| Sydney | NSW 2000', 'https://www.wsaa.asn.au/about-us/contact-us']","['info@wsaa.asn.au', 'https://www.crunchbase.com/organization/water-services-association-of-australia']","['+61 (0)3 8605 7605', 'https://www.wsaa.asn.au/about-us/membership']","['urban water industry', 'water industry', 'urban water', 'urban water utilities', 'water utilities', 'water industry purposes', 'water applications', 'water services', 'water industry standards', 'water industry investments']","[['Adam Lovell', 'Managing_Director'], 'https://www.wsaa.asn.au/about-us/our-team']","[['AssociationFitnessFood and BeverageHealth Care'], 'https://www.crunchbase.com/organization/water-services-association-of-australia']","['1998', 'https://www.crunchbase.com/organization/water-services-association-of-australia']",None,None,"[' Docklands, Victoria, Australia', 'https://www.crunchbase.com/organization/water-services-association-of-australia']",None,"['Private', 'https://www.crunchbase.com/organization/water-services-association-of-australia']",0.25,0.75,0.0,0.0,0.25
Building management software in australia or newzealand,Sabre – An innovative technology company,https://www.sabre.com/,Sabre is a global technology company. Our innovative technology is used by more than a billion people around the world to plan  book and get to their destination at a time and price that’s right for them.,sabre,"['18 MOORE AVENUE LINDFIELD, NEW SOUTH WALES, 2070 Australia', 'https://www.dnb.com/business-directory/company-profiles.sabre_engineering_pty_ltd.6db2c37abe96d4ea.html']","['Admin@SabreHQ.com', 'https://www.crunchbase.com/organization/sabre-australia']","['+61 7 5530 5522', 'https://www.crunchbase.com/organization/sabre-australia']","['travel sabre', 'global travel technology company sabre', 'sabre travel marketplace', 'online travel agencies sabre', 'sabre connected travel agents', 'travel technology', 'global travel technology company', 'travel technology companies', 'travel technology services', 'global technology company sabre']","[['John Marinos', 'Managing_Director'], 'https://au.linkedin.com/in/johnmarinos']","[['Building Material'], 'https://www.crunchbase.com/organization/sabre-australia']","[' 3 May 1984', 'https://opencorporates.com/companies/au/002761426']","['$138,853 USD', 'https://www.dnb.com/business-directory/company-profiles.sabre_engineering_pty_ltd.6db2c37abe96d4ea.html']",None,"[' Worongary, Queensland, Australia', 'https://www.crunchbase.com/organization/sabre-australia']",None,"['Private', 'https://www.crunchbase.com/organization/sabre-australia']",0.0,0.0,0.0,0.0,0.0
Asset management software in australia or newzealand,Home | Compass Agribusiness Management - Australia ...,https://www.compassagri.com/,Compass Agri. Home · About · Our Team · Our Heritage · Consultancy Services · Specialised Projects. Agri Investments. Managed Farms · Opportunities.,compassagri,"['Suite  107 , Level 1, 757 Bourke Street, Docklands, VIC 3008', 'https://www.compassagri.com/contact.html']","['info@compassagri.com', 'https://www.compassagri.com/contact.html']","['+61 3 9021 9970', 'https://www.compassagri.com/contact.html']",None,"[['Nigel Pannett ', 'Director_ Agribusiness Specialist ..._LinkedIn'], 'None']","['Agriculture, Education', 'from_classification_model']","[' 1 August 2019', 'https://opencorporates.com/companies/au/635249473']","['$4.91 million USD', 'https://www.dnb.com/business-directory/company-profiles.amaytam_pty_ltd.99aef4a7d6fb31d20e0b9c975a5cd729.html']",None,"['Australia', 'https://opencorporates.com/companies/au/635249473']",None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.amaytam_pty_ltd.99aef4a7d6fb31d20e0b9c975a5cd729.html']",0.625,0.25,0.375,0.0,0.3125
Hazard management companies in australia or newzealand,McKinsey & Company | Global management consulting,https://www.mckinsey.com/,McKinsey & Company is the trusted advisor and counselor to many of the world's most influential businesses and institutions.,mckinsey,"['35/88 Phillip St, Sydney NSW 2000', ['McKinsey & Company, address', 'knowledge_panel']]","['reprints@mckinsey.com', 'https://www.mckinsey.com/frequently-asked-questions/our-insights']","['+6102) 8273 1600', ['McKinsey & Company, phone', 'knowledge_panel']]","['mckinsey 已實施普遍接受的技術及操作安全標準，以保障個人資料免受遺失、濫用、修改或毀損。只有 mckinsey', 'mckinsey 電子新聞或提醒，或者您收到 mckinsey', 'mckinsey 和我們的第三方服務提供者在世界任何地方查閱和託管。根據法律的要求，我們已設置法律機制，以確保您的個人資料在由 mckinsey', 'mckinsey 及由 mckinsey', 'mckinsey ได้โดยผ่านเว็บพอร์ทับ mckinsey recruitment', 'mckinsey 的前僱員，您可能有資格加入我們的「校友會」，並可造訪「麥肯錫校友會」（mckinsey alumni）網站。該網站只有 mckinsey', 'mckinsey 不會故意在未經您同意的情況下或者在法律允許的情況下，揭露或傳輸（並將採取合理措施防止未經授權或意外揭露）您的個人資料予第三方，無論是出於第三方的行銷目的或其他目的，惟下列情況除外。mckinsey 可向 mckinsey', 'mckinsey 職位或報名參加 mckinsey 招聘計劃，在參加該計劃之後，將會就您可能感興趣的潛在職位空缺或其他類似就業機會向您發送通知', 'mckinsey และเป็นคุกกี้ที่ mckinsey ได้วางบนอุปกรณ์ของคุณเอง', 'mckinsey 會在其商業活動（包括與某些客戶服務相關的商業活動）過程中收集個人資料。當您透過 mckinsey 的招聘網站註冊或申請職位、建立使用者帳戶、註冊接收 mckinsey 電子新聞和提醒、透過我們的「校友會」（alumni）網站參與我們為離職員工舉辦的活動、註冊參加會議和活動，及／或參與公開用戶發佈區（如公告欄、討論論壇和調查），mckinsey 也會蒐集個人資料。所蒐集的個人資料可能包括您提供的資料，例如您的姓名、郵寄地址、電郵地址、電話號碼、傳真號碼及求職所需的背景資料。']","[['John John', 'CEO'], 'https://www.mckinsey.com/our-people/john-lydon']","['Consulting Services', 'https://app.avention.com/company/6f23a685-83b8-36a0-87a7-4814776e1981#report/company_summary']",None,"['329M', 'https://app.avention.com/company/6f23a685-83b8-36a0-87a7-4814776e1981#report/company_summary']",None,None,"['498', 'https://app.avention.com/company/6f23a685-83b8-36a0-87a7-4814776e1981#report/company_summary']","['Private Parent, Headquarters', 'https://app.avention.com/company/6f23a685-83b8-36a0-87a7-4814776e1981#report/company_summary']",0.375,0.0,0.25,0.0,0.15625
Asset maintenance software in australia or newzealand,DataBasics,http://www.databasics.com.au/,databasics provides digital asset management (DAM) solutions for Australia and New Zealand. We are Canto DAM exclusive distributor in Asia Pacific region.,databasics,"['PO Box 264 Stratford QLD 4870 Australia', 'http://www.databasics.com.au/']","['lou.nessis@databasics.com.au', 'http://www.databasics.com.au/privacy-and-disclaimer/']","['1300 886 238', ['databasics, phone', 'knowledge_panel']]","['cumulus assets', 'digital asset management dam', 'digital asset management', 'cumulus asset actions', 'digital asset management solution', 'digital asset management retailers', 'most cumulus digital asset management projects', 'image assets', 'digital asset management solutions', 'multiple digital assets']","[['Robert Krause ', 'Partner Support_DataBasics Pty Ltd'], 'from linkedin search google']","['IT - Software, Manufacturing', 'from_classification_model']",None,None,None,None,None,None,0.25,0.75,0.0,0.0,0.25
Equipment maintenance software in australia or newzealand,Vital Resus Australia: Medical Equipment Servicing_ Medical ...,https://vitalresus.com.au/,Vital Resus Australia provides quality medical equipment servicing including medical gas system maintenance  mechanical servicing and biomedical servicing. We also offer medical equipment sales and training of medical and Emergency Systems.,vitalresus,"['311 Hillsborough Road WARNERS BAY NSW 2282', 'https://vitalresus.com.au/contact-us/']","['mail@vitalresus.com.au', 'https://vitalresus.com.au/category/resources/suction/']","['+612 4954 8066', 'https://vitalresus.com.au/category/resources/suction/']","['medical equipment', 'medical equipment products', 'specialised medical equipment', 'equipment testing', 'bio-medical equipment', 'biomedical equipment testing', 'equipment', 'biomedical equipment', 'electrical equipment', 'mechanical equipment']","[['Danny Chard', 'CEO'], 'https://vitalresus.com.au/']","['Construction, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Asset maintenance software in australia or newzealand,IPWEAQ e-resources: Home,http://ipweaq.intersearch.com.au/,IPWEAQ Branch Resources 375. Resources specific to each of the four regions. Proceedings from branch conferences  symposiums and forums. Logo ...,ipweaq.intersearch,"['1989 125 Years of State Public Works in Queensland 1859', 'http://ipweaq.intersearch.com.au/ipweaqjspui//simple-search?filterquery=%5B1980+TO+1989%5D&filtername=dateIssued&filtertype=equals']","['enquiry@intercheck.com.au', 'https://www.crunchbase.com/organization/intercheck-australia']","['+61 3 8199 0945', 'https://www.crunchbase.com/organization/intercheck-australia']","['ipweaq articles', 'ipweaq reports', 'ipweaq board', 'ipweaq', 'ipweaq annual', 'other ipweaq events', 'ipweaq board members', 'the ipweaq north queensland branch president articles', 'ipweaq mini conferences', 'the ipweaq south west queensland branch president']",None,"[['CRMHuman ResourcesInformation Technology'], 'https://www.crunchbase.com/organization/intercheck-australia']","['2011', 'https://www.crunchbase.com/organization/intercheck-australia']",None,None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/intercheck-australia']",None,"['Private', 'https://www.crunchbase.com/organization/intercheck-australia']",0.25,0.0,0.0,0.0,0.0625
Asset maintenance software in australia or newzealand,AssetFinda | Intelligent Asset Management Software,https://assetfinda.com/,AssetFinda offers a revolutionary solution to asset management. Our enterprise asset management system with innovative GIS technology lets you see the future with precision.,assetfinda,"['3 Wensley Road Richmond, Nelson 7020', 'https://assetfinda.com/']","['info@assetfinda.com', 'https://assetfinda.com/']","['+64 9 363 2844', 'https://assetfinda.com/']","['assetfinda | assetfinda', 'advanced asset management systems', 'mobile asset management', 'mobile asset management technology', 'most asset management systems', 'new assets', 'asset management', 'assetfinda system', 'better asset management decisions', 'personal data']","[['Chris Jordan ', 'Sales Univerus Australasia_Univerus'], 'from linkedin search google']","['IT - Software, Manufacturing', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Building management software in australia or newzealand,Inspection Manager: Home Inspection & Property ...,https://inspectionmanager.com/,Inspection Manager offers property managers the only comprehensive property  home inspection software and property management software tool to help take notes  compare and work on property reports.,inspectionmanager,"['90 William St, Woolloomooloo NSW 2011', 'https://inspectionmanager.com/inspection-manager-national-roadshow/']","['helpdesk@inspectionmanager.com.au', 'https://inspectionmanager.com/version-1-31-for-apple-devices-is-now-ready/']","['+61 2 9264 6399', 'https://inspectionmanager.com/support/']","['inspection manager inspection manager', 'property inspections', 'property inspection software', 'inspection manager educate tenants', 'app inspection manager', 'videos inspection manager', 'inspection manager app', 'fewer inspection manager', 'inspection manager staff', 'insight inspection manager']","[['Alan Hashem', 'founder'], 'https://au.linkedin.com/in/alanhashem']","['IT - Software, Real estate', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.75,0.0,0.3125
